      action  day  guard_id  hour  minute  month                                       original  year                time
631        1   27    3331.0     0      53      6                  [1518-06-27 00:53] wakes up\n  2018 2018-06-27 00:53:00
1110       1    1    3331.0     0       3      7  [1518-07-01 00:03] Guard #3331 begins shift\n  2018 2018-07-01 00:03:00
298        0    1    3331.0     0      37      7              [1518-07-01 00:37] falls asleep\n  2018 2018-07-01 00:37:00
1065       1    1    3331.0     0      42      7                  [1518-07-01 00:42] wakes up\n  2018 2018-07-01 00:42:00
110        0    1    3331.0     0      53      7              [1518-07-01 00:53] falls asleep\n  2018 2018-07-01 00:53:00
448        1    1    3331.0     0      56      7                  [1518-07-01 00:56] wakes up\n  2018 2018-07-01 00:56:00
901        1   31    3331.0     0       4      7  [1518-07-31 00:04] Guard #3331 begins shift\n  2018 2018-07-31 00:04:00
394        0   31    3331.0     0      23      7              [1518-07-31 00:23] falls asleep\n  2018 2018-07-31 00:23:00
174        1   31    3331.0     0      51      7                  [1518-07-31 00:51] wakes up\n  2018 2018-07-31 00:51:00
545        1    5    3331.0    23      57      8  [1518-08-05 23:57] Guard #3331 begins shift\n  2018 2018-08-05 23:57:00
813        0    6    3331.0     0      39      8              [1518-08-06 00:39] falls asleep\n  2018 2018-08-06 00:39:00
484        1    6    3331.0     0      44      8                  [1518-08-06 00:44] wakes up\n  2018 2018-08-06 00:44:00
1111       0    6    3331.0     0      47      8              [1518-08-06 00:47] falls asleep\n  2018 2018-08-06 00:47:00
224        1    6    3331.0     0      57      8                  [1518-08-06 00:57] wakes up\n  2018 2018-08-06 00:57:00
371        1   31    3331.0    23      53      8  [1518-08-31 23:53] Guard #3331 begins shift\n  2018 2018-08-31 23:53:00
911        0    1    3331.0     0       1      9              [1518-09-01 00:01] falls asleep\n  2018 2018-09-01 00:01:00
334        1    1    3331.0     0      12      9                  [1518-09-01 00:12] wakes up\n  2018 2018-09-01 00:12:00
321        0    1    3331.0     0      31      9              [1518-09-01 00:31] falls asleep\n  2018 2018-09-01 00:31:00
314        1    1    3331.0     0      42      9                  [1518-09-01 00:42] wakes up\n  2018 2018-09-01 00:42:00
55         0    1    3331.0     0      54      9              [1518-09-01 00:54] falls asleep\n  2018 2018-09-01 00:54:00
1025       1    1    3331.0     0      58      9                  [1518-09-01 00:58] wakes up\n  2018 2018-09-01 00:58:00
449        1   17    3331.0     0       2      9  [1518-09-17 00:02] Guard #3331 begins shift\n  2018 2018-09-17 00:02:00
796        0   17    3331.0     0      41      9              [1518-09-17 00:41] falls asleep\n  2018 2018-09-17 00:41:00
481        1   17    3331.0     0      42      9                  [1518-09-17 00:42] wakes up\n  2018 2018-09-17 00:42:00
722        1    1    3331.0    23      51     10  [1518-10-01 23:51] Guard #3331 begins shift\n  2018 2018-10-01 23:51:00
453        0    2    3331.0     0       2     10              [1518-10-02 00:02] falls asleep\n  2018 2018-10-02 00:02:00
707        1    2    3331.0     0      14     10                  [1518-10-02 00:14] wakes up\n  2018 2018-10-02 00:14:00
120        0    2    3331.0     0      28     10              [1518-10-02 00:28] falls asleep\n  2018 2018-10-02 00:28:00
228        1    2    3331.0     0      56     10                  [1518-10-02 00:56] wakes up\n  2018 2018-10-02 00:56:00
807        1    7    3331.0    23      57     10  [1518-10-07 23:57] Guard #3331 begins shift\n  2018 2018-10-07 23:57:00
994        0    8    3331.0     0      14     10              [1518-10-08 00:14] falls asleep\n  2018 2018-10-08 00:14:00
315        1    8    3331.0     0      16     10                  [1518-10-08 00:16] wakes up\n  2018 2018-10-08 00:16:00
981        0    8    3331.0     0      24     10              [1518-10-08 00:24] falls asleep\n  2018 2018-10-08 00:24:00
264        1    8    3331.0     0      40     10                  [1518-10-08 00:40] wakes up\n  2018 2018-10-08 00:40:00
162        0    8    3331.0     0      48     10              [1518-10-08 00:48] falls asleep\n  2018 2018-10-08 00:48:00
690        1    8    3331.0     0      53     10                  [1518-10-08 00:53] wakes up\n  2018 2018-10-08 00:53:00
380        1    8    3331.0    23      58     10  [1518-10-08 23:58] Guard #3331 begins shift\n  2018 2018-10-08 23:58:00
552        0    9    3331.0     0      38     10              [1518-10-09 00:38] falls asleep\n  2018 2018-10-09 00:38:00
728        1    9    3331.0     0      43     10                  [1518-10-09 00:43] wakes up\n  2018 2018-10-09 00:43:00
1071       0    9    3331.0     0      52     10              [1518-10-09 00:52] falls asleep\n  2018 2018-10-09 00:52:00
519        1    9    3331.0     0      59     10                  [1518-10-09 00:59] wakes up\n  2018 2018-10-09 00:59:00
1060       1   24    3331.0    23      58     10  [1518-10-24 23:58] Guard #3331 begins shift\n  2018 2018-10-24 23:58:00
40         0   25    3331.0     0      24     10              [1518-10-25 00:24] falls asleep\n  2018 2018-10-25 00:24:00
798        1   25    3331.0     0      30     10                  [1518-10-25 00:30] wakes up\n  2018 2018-10-25 00:30:00
772        0   25    3331.0     0      48     10              [1518-10-25 00:48] falls asleep\n  2018 2018-10-25 00:48:00
24         1   25    3331.0     0      50     10                  [1518-10-25 00:50] wakes up\n  2018 2018-10-25 00:50:00
844        1    4    3331.0    23      56     11  [1518-11-04 23:56] Guard #3331 begins shift\n  2018 2018-11-04 23:56:00
668        0    5    3331.0     0      11     11              [1518-11-05 00:11] falls asleep\n  2018 2018-11-05 00:11:00
108        1    5    3331.0     0      12     11                  [1518-11-05 00:12] wakes up\n  2018 2018-11-05 00:12:00
293        0    5    3331.0     0      22     11              [1518-11-05 00:22] falls asleep\n  2018 2018-11-05 00:22:00
856        1    5    3331.0     0      56     11                  [1518-11-05 00:56] wakes up\n  2018 2018-11-05 00:56:00
596        1    1    3433.0     0       4      4  [1518-04-01 00:04] Guard #3433 begins shift\n  2018 2018-04-01 00:04:00
775        0    1    3433.0     0      36      4              [1518-04-01 00:36] falls asleep\n  2018 2018-04-01 00:36:00
11         1    1    3433.0     0      53      4                  [1518-04-01 00:53] wakes up\n  2018 2018-04-01 00:53:00
1082       1   17    3433.0     0       1      4  [1518-04-17 00:01] Guard #3433 begins shift\n  2018 2018-04-17 00:01:00
96         0   17    3433.0     0       7      4              [1518-04-17 00:07] falls asleep\n  2018 2018-04-17 00:07:00
884        1   17    3433.0     0      40      4                  [1518-04-17 00:40] wakes up\n  2018 2018-04-17 00:40:00
73         1   21    3433.0     0       1      4  [1518-04-21 00:01] Guard #3433 begins shift\n  2018 2018-04-21 00:01:00
480        0   21    3433.0     0      14      4              [1518-04-21 00:14] falls asleep\n  2018 2018-04-21 00:14:00
931        1   21    3433.0     0      32      4                  [1518-04-21 00:32] wakes up\n  2018 2018-04-21 00:32:00
35         0   21    3433.0     0      51      4              [1518-04-21 00:51] falls asleep\n  2018 2018-04-21 00:51:00
882        1   21    3433.0     0      56      4                  [1518-04-21 00:56] wakes up\n  2018 2018-04-21 00:56:00
37         1   30    3433.0     0       3      4  [1518-04-30 00:03] Guard #3433 begins shift\n  2018 2018-04-30 00:03:00
347        0   30    3433.0     0      38      4              [1518-04-30 00:38] falls asleep\n  2018 2018-04-30 00:38:00
579        1   30    3433.0     0      52      4                  [1518-04-30 00:52] wakes up\n  2018 2018-04-30 00:52:00
644        0   30    3433.0     0      56      4              [1518-04-30 00:56] falls asleep\n  2018 2018-04-30 00:56:00
1032       1   30    3433.0     0      59      4                  [1518-04-30 00:59] wakes up\n  2018 2018-04-30 00:59:00
461        1   15    3433.0     0       2      6  [1518-06-15 00:02] Guard #3433 begins shift\n  2018 2018-06-15 00:02:00
1089       0   15    3433.0     0      52      6              [1518-06-15 00:52] falls asleep\n  2018 2018-06-15 00:52:00
329        1   15    3433.0     0      55      6                  [1518-06-15 00:55] wakes up\n  2018 2018-06-15 00:55:00
885        1   21    3433.0     0       2      8  [1518-08-21 00:02] Guard #3433 begins shift\n  2018 2018-08-21 00:02:00
202        0   21    3433.0     0      36      8              [1518-08-21 00:36] falls asleep\n  2018 2018-08-21 00:36:00
918        1   21    3433.0     0      58      8                  [1518-08-21 00:58] wakes up\n  2018 2018-08-21 00:58:00
611        1   10    3433.0     0       0      9  [1518-09-10 00:00] Guard #3433 begins shift\n  2018 2018-09-10 00:00:00
698        0   10    3433.0     0      13      9              [1518-09-10 00:13] falls asleep\n  2018 2018-09-10 00:13:00
949        1   10    3433.0     0      59      9                  [1518-09-10 00:59] wakes up\n  2018 2018-09-10 00:59:00
809        1   21    3433.0     0       4      9  [1518-09-21 00:04] Guard #3433 begins shift\n  2018 2018-09-21 00:04:00
714        0   21    3433.0     0       9      9              [1518-09-21 00:09] falls asleep\n  2018 2018-09-21 00:09:00
604        1   21    3433.0     0      11      9                  [1518-09-21 00:11] wakes up\n  2018 2018-09-21 00:11:00
218        0   21    3433.0     0      53      9              [1518-09-21 00:53] falls asleep\n  2018 2018-09-21 00:53:00
727        1   21    3433.0     0      55      9                  [1518-09-21 00:55] wakes up\n  2018 2018-09-21 00:55:00
200        1    4    3433.0    23      57     10  [1518-10-04 23:57] Guard #3433 begins shift\n  2018 2018-10-04 23:57:00
610        0    5    3433.0     0      49     10              [1518-10-05 00:49] falls asleep\n  2018 2018-10-05 00:49:00
180        1    5    3433.0     0      50     10                  [1518-10-05 00:50] wakes up\n  2018 2018-10-05 00:50:00
194        1    6    3433.0     0       1     10  [1518-10-06 00:01] Guard #3433 begins shift\n  2018 2018-10-06 00:01:00
614        0    6    3433.0     0      49     10              [1518-10-06 00:49] falls asleep\n  2018 2018-10-06 00:49:00
1034       1    6    3433.0     0      59     10                  [1518-10-06 00:59] wakes up\n  2018 2018-10-06 00:59:00
658        1   10    3433.0     0       0     11  [1518-11-10 00:00] Guard #3433 begins shift\n  2018 2018-11-10 00:00:00
992        0   10    3433.0     0      38     11              [1518-11-10 00:38] falls asleep\n  2018 2018-11-10 00:38:00
247        1   10    3433.0     0      52     11                  [1518-11-10 00:52] wakes up\n  2018 2018-11-10 00:52:00
